"Início dos relatórios","Término dos relatórios","Nome do anúncio",Idade,Alcance,Impressões,"Cliques (todos)","Engajamento com a Página","Valor usado (BRL)"
2023-09-01,2023-09-01,"ACEVICHADO ROLL",35-44,117,120,3,1,0.32
2022-10-13,2022-10-13,"COMBOS MIX",18-24,880,924,7,5,5.23
2023-08-31,2023-08-31,"ACEVICHADO ROLL",18-24,71,73,2,1,0.21
2022-10-12,2022-10-12,"COMBOS MIX",18-24,962,1109,7,5,5.55
2023-08-30,2023-08-30,"ACEVICHADO ROLL",65+,78,79,3,1,0.6
2022-10-11,2022-10-11,VIDEOS,35-44,491,522,13,110,10.54
2023-08-30,2023-08-30,"ACEVICHADO ROLL",35-44,59,60,1,1,0.65
2022-10-09,2022-10-09,AD3,25-34,0,0,0,,0
2023-08-30,2023-08-30,"ACEVICHADO ROLL",45-54,130,134,3,1,0.6
2022-10-07,2022-10-07,AD3,35-44,1094,1257,29,313,21.55
2023-08-30,2023-08-30,"ACEVICHADO ROLL",25-34,98,100,1,1,0.32
2022-10-07,2022-10-07,AD3,35-44,15,16,0,3,0.48
2023-08-26,2023-08-26,ACEVICHADO,65+,1,1,0,,0
2022-10-07,2022-10-07,AD3,45-54,471,555,13,153,10.46
2023-08-25,2023-08-25,"ACEVICHADO ROLL",45-54,99,103,5,1,0.47
2022-10-07,2022-10-07,AD3,35-44,2,2,1,3,0
2023-08-25,2023-08-25,"ACEVICHADO ROLL",35-44,34,35,1,1,0.13
2022-10-05,2022-10-05,AD3,18-24,575,599,8,84,3.508872
2023-08-25,2023-08-25,"ACEVICHADO ROLL",25-34,30,32,1,1,0.06
2022-10-05,2022-10-05,AD1,25-34,1059,1094,6,183,8.641955
2023-08-25,2023-08-25,"ACEVICHADO ROLL",45-54,228,242,3,1,1.02
2022-10-04,2022-10-04,AD3,18-24,363,384,3,48,1.860085
2023-08-24,2023-08-24,"ACEVICHADO ROLL",55-64,7,9,3,1,0.15
2022-10-04,2022-10-04,AD2,35-44,88,94,3,17,1.26763
2023-08-23,2023-08-23,"ACEVICHADO ROLL",55-64,2,3,1,1,0.02
2023-08-23,2023-08-23,"ACEVICHADO ROLL",35-44,221,229,6,1,0.9
2023-08-23,2023-08-23,"ACEVICHADO ROLL",25-34,201,210,6,1,0.96
2023-08-23,2023-08-23,"ACEVICHADO ROLL",18-24,89,93,3,1,0.36
2023-08-08,2023-08-08,"ACEVICHADO ROLL",18-24,250,265,1,1,0.84
2023-08-07,2023-08-07,"ACEVICHADO ROLL",35-44,249,275,1,1,2.12
2023-08-05,2023-08-05,"ACEVICHADO ROLL",45-54,128,147,1,1,1.06
2023-08-05,2023-08-05,"ACEVICHADO ROLL",18-24,418,545,1,1,1.4
2023-07-21,2023-07-21,"50 SALMÃO",18-24,309,349,3,1,1
2023-07-20,2023-07-20,"ACEVICHADO ROLL",45-54,177,184,2,2,0.71
2023-07-19,2023-07-19,"ACEVICHADO ROLL",18-24,285,326,2,1,0.73
2023-07-19,2023-07-19,"50 SALMÃO",18-24,306,334,5,1,0.99
2023-07-18,2023-07-18,"ACEVICHADO ROLL",18-24,94,98,1,1,0.17
2023-07-18,2023-07-18,"50 SALMÃO",18-24,316,340,3,2,0.86
2023-07-18,2023-07-18,"ACEVICHADO ROLL",45-54,86,94,4,4,2.82
2023-07-18,2023-07-18,"ACEVICHADO ROLL",35-44,200,225,8,3,5.28
2023-07-18,2023-07-18,"ACEVICHADO ROLL",25-34,207,233,13,4,4.35
2023-07-07,2023-07-07,"ACEVICHADO ROLL",35-44,460,489,12,5,8.7
2023-07-06,2023-07-06,"50 SALMÃO",45-54,66,68,6,4,1.08
2023-07-05,2023-07-05,"DUPLA SALMÃO",45-54,45,45,0,,0.88
2023-07-03,2023-07-03,"20 HOT",35-44,164,174,2,2,3.3
2023-07-03,2023-07-03,"ACEVICHADO ROLL",35-44,252,265,14,5,4.11
2023-03-20,2023-03-20,"BOX CASAL",18-24,316,332,2,8,0.61
2023-03-15,2023-03-15,"BOX CASAL",45-54,37,37,1,7,2.28
2023-03-15,2023-03-15,"BOX CASAL",35-44,88,88,2,13,3.73
2023-03-15,2023-03-15,"BOX CASAL",45-54,139,146,5,32,3.07
2023-03-11,2023-03-11,"BOX CASAL",18-24,315,340,1,8,0.73
2023-03-07,2023-03-07,"BOX CASAL",18-24,691,732,1,49,4.31
2023-03-06,2023-03-06,"BOX CASAL",45-54,436,524,4,112,11.64
2023-03-06,2023-03-06,"BOX CASAL",35-44,1934,2097,20,320,36.13
2023-03-04,2023-03-04,"BOX CASAL",25-34,0,0,0,,0
2023-03-03,2023-03-03,"BOX CASAL",45-54,704,772,5,172,13.43
2023-02-28,2023-02-28,PASSION,45-54,25,26,0,6,0.31
2023-02-25,2023-02-25,"BOX CASAL",45-54,371,380,5,77,6.17
2023-02-22,2023-02-22,FOODPORN,35-44,74,78,1,22,1.04
2023-02-22,2023-02-22,"BOX CASAL",45-54,736,808,18,199,13.64
2023-02-22,2023-02-22,"BOX CASAL",35-44,2258,2502,27,472,33.34
2023-02-22,2023-02-22,PASSION,45-54,79,81,4,25,0.89
2023-02-22,2023-02-22,PASSION,35-44,231,240,2,64,2.45
2023-02-16,2023-02-16,BATAYAKI,45-54,468,487,5,160,8.99
2023-02-15,2023-02-15,"Publicação do Instagram: Nosso box salmão é tudo...",18-24,351,351,1,2,1.64
2023-02-15,2023-02-15,"BOX SALMÃO",35-44,4,4,1,1,0.04
2023-02-15,2023-02-15,"BOX SALMÃO",18-24,30,30,1,1,0.2
2023-02-15,2023-02-15,ACHIFADO,45-54,7,7,0,1,0.04
2023-02-14,2023-02-14,"Publicação do Instagram: Nosso box salmão é tudo...",18-24,400,403,1,4,2.02
2023-02-13,2023-02-13,"Publicação do Instagram: É o toque final que faz...",35-44,265,267,1,2,2.69
2023-02-13,2023-02-13,"Publicação do Instagram: Está com fome e não sabe...",35-44,449,458,1,2,4.98
2023-02-13,2023-02-13,"BOX SALMÃO",35-44,3,3,0,1,0.07
2023-02-13,2023-02-13,"BOX SALMÃO",18-24,5,5,0,1,0.05
2023-02-13,2023-02-13,BATAYAKI,18-24,1,1,0,1,0
2023-02-12,2023-02-12,"BOX CAMARÃO",25-34,21,21,0,1,0.14
2023-02-12,2023-02-12,"BOX SALMÃO",25-34,14,15,1,1,0.06
2023-02-12,2023-02-12,BATAYAKI,65+,2,2,0,1,0.01
2023-02-12,2023-02-12,BATAYAKI,45-54,6,7,0,1,0.02
2023-02-10,2023-02-10,"BOX CASAL",35-44,1121,1190,13,9,15.481232
2023-02-10,2023-02-10,"BOX CASAL",25-34,145,146,1,1,0.71
2023-02-09,2023-02-09,"BOX CASAL",18-24,802,839,2,2,3.430368
2023-02-09,2023-02-09,"BOX CASAL",35-44,781,845,6,3,12.088406
2023-02-08,2023-02-08,"BOX CASAL",35-44,146,151,2,4,1.455484
2023-02-07,2023-02-07,"BOX CASAL",45-54,148,159,2,1,0.918157
2023-02-07,2023-02-07,"BOX CASAL",45-54,155,172,5,2,3.61
2023-02-07,2023-02-07,"BOX CASAL",35-44,120,136,4,2,3.23
2023-02-06,2023-02-06,"BOX CASAL",45-54,162,165,1,1,1.48
2023-02-06,2023-02-06,"BOX CASAL",35-44,167,173,2,1,1.03
2023-02-06,2023-02-06,"BOX CASAL",25-34,173,176,1,1,0.85
2023-02-10,2023-02-10,"BOX CASAL",45-54,89,92,2,1,2.03
2023-11-07,2023-11-07,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,51,51,0,,0.54
2023-02-10,2023-02-10,"BOX CASAL",35-44,289,294,3,1,3.74
2023-11-04,2023-11-04,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",25-34,1,1,0,,0
2023-02-10,2023-02-10,"BOX CASAL",25-34,328,334,3,1,2.49
2023-10-29,2023-10-29,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,1,1,0,,0
2023-02-10,2023-02-10,"BOX CASAL",18-24,104,107,0,,0.74
2023-10-29,2023-10-29,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",35-44,11,11,0,,0.06
2023-02-09,2023-02-09,"BOX CASAL",45-54,558,588,15,10,8.366193
2023-10-29,2023-10-29,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",25-34,20,20,0,1,0.09
2023-02-09,2023-02-09,"BOX CASAL",18-24,539,577,7,2,3.707175
2023-10-28,2023-10-28,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,2,2,0,,0
2023-02-08,2023-02-08,"BOX CASAL",55-64,80,82,3,2,1.73
2023-10-28,2023-10-28,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",35-44,33,33,0,,0.18
2023-02-08,2023-02-08,"BOX CASAL",35-44,891,939,12,4,9.91
2023-10-28,2023-10-28,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",25-34,62,62,0,,0.25
2023-02-08,2023-02-08,"BOX CASAL",25-34,1169,1255,10,7,7.21
2023-10-24,2023-10-24,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,33,36,0,,0.52
2023-02-08,2023-02-08,"BOX CASAL",18-24,94,95,1,,0.43
2023-10-20,2023-10-20,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,9,9,0,,0.12
2023-02-07,2023-02-07,"BOX CASAL",65+,77,82,3,1,1.41
2023-10-19,2023-10-19,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,23,24,0,,0.3
2023-02-07,2023-02-07,"BOX CASAL",35-44,176,183,4,1,1.42
2023-10-18,2023-10-18,"Publicação do Instagram: Saindo nossos uramakis...",45-54,54,54,0,14,0.66
2023-02-07,2023-02-07,"BOX CASAL",25-34,224,226,1,1,0.93
2023-10-18,2023-10-18,"Publicação do Instagram: Aqui no Inca Sushi você...",45-54,3,4,0,,0.04
2023-02-07,2023-02-07,"BOX CASAL",18-24,229,236,3,2,1.02
2023-10-18,2023-10-18,"Publicação do Instagram: Aqui no Inca Sushi você...",25-34,81,82,0,1,0.78
2023-02-06,2023-02-06,"BOX CASAL",25-34,629,723,17,4,7.84
2023-10-18,2023-10-18,"Publicação do Instagram: Nossos dragonmakis são...",45-54,3,3,0,,0.03
2023-02-06,2023-02-06,"BOX CASAL",45-54,30,43,0,,1.19
2023-10-18,2023-10-18,"Publicação do Instagram: Nossos dragonmakis são...",35-44,49,49,0,,0.45
2023-02-06,2023-02-06,"BOX CASAL",35-44,158,218,1,,4.84
2023-10-18,2023-10-18,"Publicação do Instagram: Nossos dragonmakis são...",25-34,96,99,0,,0.96
2023-02-06,2023-02-06,"BOX CASAL",25-34,208,299,2,2,4.02
2023-10-18,2023-10-18,"Publicação do Instagram: O FAVORITO DO ZÉ COLMÉIA...",45-54,3,3,0,,0.02
2023-02-06,2023-02-06,"BOX CASAL",18-24,42,57,1,,0.52
2023-10-17,2023-10-17,"Publicação do Instagram: ADIVINHA QUEM VOLTOU!...",45-54,10,10,0,,0.05
2023-02-05,2023-02-05,"BOX CASAL",45-54,74,80,0,,0.39
2023-10-17,2023-10-17,"Publicação do Instagram: O FAVORITO DO ZÉ COLMÉIA...",45-54,5,5,0,,0.18
2023-02-05,2023-02-05,"BOX CASAL",45-54,15,17,0,1,0.612243
2023-10-17,2023-10-17,"Publicação do Instagram: O FAVORITO DO ZÉ COLMÉIA...",35-44,85,86,0,,0.78
2023-02-05,2023-02-05,"BOX CASAL",25-34,229,230,6,1,0.943456
2023-10-17,2023-10-17,"Publicação do Instagram: Poucos sushis são tão...",45-54,5,5,0,,0.03
2023-02-03,2023-02-03,"BOX CASAL",35-44,2,2,0,,0.01
2023-10-17,2023-10-17,"Publicação do Instagram: Poucos sushis são tão...",35-44,94,94,0,,1.04
2023-02-03,2023-02-03,"BOX CASAL",25-34,2,2,0,,0
2023-10-17,2023-10-17,"Publicação do Instagram: VOCÊ JÁ COMEU HOT DE...",45-54,27,28,0,,0.29
2023-02-02,2023-02-02,"BOX CASAL",45-54,84,84,2,3,0.97
2023-10-17,2023-10-17,"Publicación de Instagram: O REIZINHO DA CASA 👑...",45-54,3,3,0,,0.03
2023-02-02,2023-02-02,"BOX CASAL",25-34,1556,1575,14,4,6.85
2023-10-17,2023-10-17,"Publicación de Instagram: O REIZINHO DA CASA 👑...",35-44,77,78,0,,0.92
2023-01-30,2023-01-30,"BOX CASAL",45-54,286,298,4,3,4.74
2023-10-17,2023-10-17,"Publicación de Instagram: PRA VOCÊ QUE SE AMARRA...",45-54,9,9,0,,0.13
2023-01-30,2023-01-30,"BOX CASAL",45-54,9,9,0,,0.16
2023-10-16,2023-10-16,"Publicación de Instagram: O REIZINHO DA CASA 👑...",45-54,44,48,0,,0.49
2023-01-30,2023-01-30,"BOX CASAL",25-34,137,139,4,1,1.1
2023-10-14,2023-10-14,"Publicación de Instagram: O REIZINHO DA CASA 👑...",45-54,16,17,0,,0.37
2023-01-26,2023-01-26,"BOX CASAL",45-54,444,537,7,8,5.35
2023-10-14,2023-10-14,"Publicación de Instagram: PRA VOCÊ QUE SE AMARRA...",45-54,20,20,0,,0.27
2023-01-23,2023-01-23,"BOX CASAL",45-54,127,129,1,1,1.32
2023-10-13,2023-10-13,"Publicación de Instagram: O REIZINHO DA CASA 👑...",35-44,26,26,0,,0.16
2023-01-23,2023-01-23,"BOX CASAL",25-34,2434,2516,17,5,11.27
2023-10-12,2023-10-12,"Publicação do Instagram: Véspera de feriado pede...",45-54,44,44,0,,0.57
2023-01-21,2023-01-21,"BOX CASAL",45-54,524,559,10,6,6.55
2023-10-12,2023-10-12,"50 MIX",55-64,3,3,0,,0
2023-01-20,2023-01-20,"BOX CASAL",45-54,568,593,5,6,5.52
2023-10-12,2023-10-12,"50 MIX",45-54,2,2,0,,0
2023-01-19,2023-01-19,"BOX CASAL",45-54,456,516,3,3,5.52
2023-10-12,2023-10-12,"50 MIX",35-44,8,8,0,,0.17
2023-01-18,2023-01-18,"BOX CASAL",45-54,404,442,10,3,4.79
2023-10-12,2023-10-12,"50 MIX",25-34,8,8,0,,0.03
2023-01-17,2023-01-17,"BOX CASAL",45-54,736,736,6,3,5.37
2023-10-12,2023-10-12,"50 MIX",18-24,13,13,0,,0.04
2023-01-16,2023-01-16,"BOX CASAL",45-54,548,585,6,2,5.64
2023-10-12,2023-10-12,"50 SALMÃO",65+,2,2,0,,0.04
2023-01-10,2023-01-10,"BOX CASAL",45-54,2,2,0,,0.01
2023-10-12,2023-10-12,"50 SALMÃO",55-64,2,2,0,,0.28
2023-01-10,2023-01-10,"BOX CASAL",35-44,9,9,0,,0.03
2023-10-12,2023-10-12,"50 SALMÃO",45-54,15,15,0,,0.31
2023-01-10,2023-01-10,"BOX CASAL",25-34,12,12,1,1,0.03
2023-10-12,2023-10-12,"50 SALMÃO",35-44,7,7,0,,0.13
2023-01-08,2023-01-08,"BOX CASAL",45-54,585,585,12,8,6.12
2023-10-12,2023-10-12,"50 SALMÃO",25-34,20,20,0,,0.3
2023-01-07,2023-01-07,"BOX CASAL",45-54,472,542,16,7,5.25
2023-10-12,2023-10-12,"50 SALMÃO",18-24,16,16,0,,0.12
2023-01-06,2023-01-06,"BOX CASAL",45-54,376,427,10,5,5.81
2023-10-12,2023-10-12,"50 MIX",25-34,1,1,0,,0
2022-12-23,2022-12-23,"BOX INDIVIDUAL",45-54,5,5,0,,0.32
2023-10-12,2023-10-12,ACEVICHADO,35-44,2,2,0,,0.04
2022-12-23,2022-12-23,"BOX INDIVIDUAL",35-44,109,114,1,,1.2
2023-10-12,2023-10-12,"50 SALMÃO",45-54,6,6,1,,0.19
2022-12-23,2022-12-23,"BOX INDIVIDUAL",25-34,115,119,0,,0.97
2023-10-12,2023-10-12,"50 SALMÃO",35-44,22,22,1,,0.39
2022-12-22,2022-12-22,"BOX CASAL",45-54,364,382,8,2,5.04
2023-10-12,2023-10-12,"50 SALMÃO",25-34,14,14,0,,0.26
2022-12-22,2022-12-22,"BOX INDIVIDUAL",45-54,7,7,0,,0.21
2023-10-11,2023-10-11,"Publicação do Instagram: Véspera de feriado pede...",45-54,4,4,0,,0.03
2022-12-22,2022-12-22,"BOX INDIVIDUAL",35-44,136,149,1,1,2.01
2023-10-11,2023-10-11,"50 MIX",65+,8,8,0,,0.16
2022-12-22,2022-12-22,"BOX INDIVIDUAL",25-34,180,197,1,,1.62
2023-10-11,2023-10-11,"50 MIX",55-64,6,6,0,,0.09
2022-12-21,2022-12-21,"BOX INDIVIDUAL",45-54,3,3,0,1,0.01
2023-10-11,2023-10-11,"50 MIX",45-54,11,11,0,,0.12
2022-12-21,2022-12-21,"BOX INDIVIDUAL",35-44,69,73,0,,0.7
2023-10-11,2023-10-11,"50 MIX",25-34,14,14,0,,0.19
2022-12-21,2022-12-21,"BOX INDIVIDUAL",25-34,64,67,1,,0.43
2023-10-11,2023-10-11,"50 MIX",18-24,44,45,1,,0.23
2022-12-20,2022-12-20,"BOX INDIVIDUAL",45-54,21,21,0,,0.24
2023-10-11,2023-10-11,ACEVICHADO,55-64,2,2,0,,0.07
2022-12-20,2022-12-20,"BOX INDIVIDUAL",35-44,286,295,2,1,2.97
2023-10-11,2023-10-11,ACEVICHADO,45-54,6,6,0,,0.23
2022-12-20,2022-12-20,"BOX INDIVIDUAL",25-34,342,357,0,2,2.03
2023-10-11,2023-10-11,ACEVICHADO,35-44,7,7,0,,0.28
2022-12-19,2022-12-19,"BOX INDIVIDUAL",35-44,929,948,5,2,13.08
2023-10-11,2023-10-11,ACEVICHADO,25-34,5,5,0,,0.11
2022-12-19,2022-12-19,"BOX INDIVIDUAL",25-34,966,997,12,6,9.83
2023-10-11,2023-10-11,ACEVICHADO,18-24,3,3,0,,0.13
2022-12-19,2022-12-19,"BOX CASAL",45-54,98,100,0,,1.81
2023-10-11,2023-10-11,"50 SALMÃO",55-64,42,44,0,1,2.32
2022-12-19,2022-12-19,"BOX CASAL",25-34,1663,1728,22,7,17.13
2023-10-11,2023-10-11,"50 SALMÃO",35-44,49,49,0,,1.17
2022-12-18,2022-12-18,VIDEOS,45-54,2,2,0,3,0.03
2023-10-11,2023-10-11,"50 SALMÃO",25-34,47,47,0,,1.15
2022-12-18,2022-12-18,VIDEOS,35-44,51,55,3,17,0.83
2023-10-11,2023-10-11,"50 SALMÃO",18-24,65,68,0,,0.8
2022-12-18,2022-12-18,VIDEOS,25-34,54,61,0,14,0.5
2023-10-11,2023-10-11,"50 MIX",45-54,8,8,0,,0.09
2022-12-18,2022-12-18,"BOX INDIVIDUAL",45-54,63,65,2,1,0.91
2023-10-11,2023-10-11,"50 MIX",35-44,103,109,1,,1.09
2022-12-18,2022-12-18,"BOX INDIVIDUAL",25-34,812,846,9,1,6.76
2023-10-11,2023-10-11,ACEVICHADO,35-44,4,4,0,,0.19
2022-12-18,2022-12-18,"BOX CASAL",45-54,38,38,0,,0.53
2023-10-11,2023-10-11,ACEVICHADO,25-34,4,4,0,,0.03
2022-12-18,2022-12-18,"BOX CASAL",25-34,618,638,12,6,6.85
2023-10-11,2023-10-11,"50 SALMÃO",45-54,20,21,1,,0.66
2022-12-16,2022-12-16,"BOX INDIVIDUAL",55-64,36,36,0,,0.74
2023-10-11,2023-10-11,"50 SALMÃO",35-44,195,199,3,1,6.07
2022-12-16,2022-12-16,"BOX INDIVIDUAL",45-54,140,142,0,1,2.42
2023-10-11,2023-10-11,"50 SALMÃO",25-34,160,162,1,,2.84
2022-12-16,2022-12-16,"BOX INDIVIDUAL",35-44,243,244,1,1,2.59
2023-10-10,2023-10-10,"50 MIX",65+,9,9,0,,0.22
2022-12-16,2022-12-16,"BOX INDIVIDUAL",25-34,260,260,2,,1.87
2023-10-10,2023-10-10,"50 MIX",55-64,24,24,0,,0.26
2022-12-16,2022-12-16,"BOX INDIVIDUAL",18-24,61,62,0,,0.47
2023-10-10,2023-10-10,"50 MIX",45-54,30,30,0,,0.39
2022-12-16,2022-12-16,"BOX CASAL",55-64,61,62,2,,1.77
2023-10-10,2023-10-10,"50 MIX",35-44,70,72,1,1,1.36
2022-12-16,2022-12-16,"BOX CASAL",45-54,234,237,2,3,5.26
2023-10-10,2023-10-10,"50 MIX",25-34,105,107,3,,0.86
2022-12-16,2022-12-16,"BOX CASAL",18-24,280,281,4,1,1.71
2023-10-10,2023-10-10,ACEVICHADO,65+,1,1,0,,0
2022-12-15,2022-12-15,VIDEOS,55-64,5,5,0,5,0.14
2023-10-10,2023-10-10,ACEVICHADO,55-64,3,3,0,,0.17
2022-12-15,2022-12-15,VIDEOS,45-54,36,40,0,15,0.94
2023-10-10,2023-10-10,ACEVICHADO,45-54,3,3,0,,0.04
2022-12-15,2022-12-15,VIDEOS,35-44,42,49,0,18,0.53
2023-10-10,2023-10-10,ACEVICHADO,35-44,3,3,0,,0.77
2022-12-15,2022-12-15,VIDEOS,25-34,59,62,1,20,0.54
2023-10-10,2023-10-10,ACEVICHADO,25-34,13,13,0,,0.23
2022-12-15,2022-12-15,VIDEOS,18-24,14,14,0,4,0.11
2023-10-10,2023-10-10,ACEVICHADO,18-24,9,9,0,,0.02
2022-12-15,2022-12-15,"BOX INDIVIDUAL",35-44,655,680,2,4,9.83
2023-10-10,2023-10-10,"50 SALMÃO",35-44,108,110,0,1,2.76
2022-12-15,2022-12-15,"BOX INDIVIDUAL",25-34,772,807,5,1,6.26
2023-10-10,2023-10-10,"50 SALMÃO",18-24,124,128,1,,1
2022-12-15,2022-12-15,"BOX INDIVIDUAL",18-24,265,277,1,,1.9
2023-10-10,2023-10-10,"50 MIX",45-54,7,8,0,,0.04
2022-12-15,2022-12-15,"BOX CASAL",55-64,64,64,2,,1.66
2023-10-10,2023-10-10,"50 MIX",35-44,104,106,1,1,1.43
2022-12-14,2022-12-14,"BOX CASAL",45-54,418,433,4,4,6.16
2023-10-10,2023-10-10,"50 MIX",25-34,163,171,1,,1.17
2022-12-14,2022-12-14,"BOX CASAL",25-34,1855,1945,29,16,14.4
2023-10-10,2023-10-10,ACEVICHADO,45-54,1,1,0,,0.01
2022-12-14,2022-12-14,"BOX CASAL",18-24,620,657,2,4,3.11
2023-10-10,2023-10-10,ACEVICHADO,35-44,5,5,0,,0.43
2022-12-12,2022-12-12,"BOX CASAL",45-54,228,239,2,,3.18
2023-10-10,2023-10-10,ACEVICHADO,25-34,6,7,0,,0.09
2022-12-08,2022-12-08,"BOX CASAL",45-54,140,164,1,2,1.67
2023-10-10,2023-10-10,"50 SALMÃO",45-54,27,28,0,,1.02
2022-12-08,2022-12-08,"BOX CASAL",25-34,3032,3141,44,13,19.18
2023-10-09,2023-10-09,"50 MIX",65+,13,15,1,,0.29
2022-12-06,2022-12-06,"BOX CASAL",45-54,412,423,3,2,4.4
2023-10-09,2023-10-09,"50 MIX",55-64,10,10,0,,0.21
2022-12-05,2022-12-05,"BOX CASAL",45-54,448,506,3,4,3.6
2023-10-09,2023-10-09,"50 MIX",45-54,20,21,0,,0.34
2022-12-03,2022-12-03,"BOX CASAL",45-54,280,361,4,2,3.48
2023-10-09,2023-10-09,"50 MIX",18-24,133,133,1,,0.38
2022-12-01,2022-12-01,"BOX CASAL",45-54,61,62,0,,0.5
2023-10-09,2023-10-09,ACEVICHADO,65+,2,2,0,,0.03
2022-11-30,2022-11-30,"BOX CASAL",45-54,536,587,9,5,7.21
2023-10-09,2023-10-09,ACEVICHADO,55-64,7,7,0,,0.24
2022-11-26,2022-11-26,"BOX CASAL",45-54,200,236,5,3,2.66
2023-10-09,2023-10-09,ACEVICHADO,45-54,5,5,0,,0.04
2022-11-26,2022-11-26,VIDEOS,45-54,2,2,0,,0.06
2023-10-09,2023-10-09,ACEVICHADO,35-44,7,7,0,,0.09
2022-11-26,2022-11-26,VIDEOS,35-44,33,34,0,9,0.83
2023-10-09,2023-10-09,ACEVICHADO,25-34,6,6,0,,0.09
2022-11-26,2022-11-26,VIDEOS,25-34,14,14,1,4,0.17
2023-10-09,2023-10-09,ACEVICHADO,18-24,8,8,0,,0.02
2022-11-26,2022-11-26,"COMBOS MIX NOVO",45-54,34,35,2,2,0.79
2023-10-09,2023-10-09,"50 SALMÃO",65+,26,29,0,1,0.75
2022-11-25,2022-11-25,"COMBOS MIX NOVO",45-54,6,6,0,,0.06
2023-10-09,2023-10-09,"50 SALMÃO",55-64,43,44,0,2,2.83
2022-11-25,2022-11-25,"COMBOS MIX NOVO",35-44,59,60,4,1,0.91
2023-10-09,2023-10-09,"50 SALMÃO",45-54,62,66,0,,2.2
2022-11-25,2022-11-25,"COMBOS MIX NOVO",25-34,56,58,2,1,0.59
2023-10-09,2023-10-09,"50 SALMÃO",18-24,180,202,0,2,2.33
2022-11-24,2022-11-24,"COMBOS MIX NOVO",45-54,86,91,4,4,1.48
2023-10-09,2023-10-09,"50 MIX",45-54,4,4,0,,0.01
2022-11-22,2022-11-22,VIDEOS,45-54,116,127,1,40,3.03
2023-10-09,2023-10-09,"50 MIX",35-44,92,100,0,,0.54
2022-11-22,2022-11-22,VIDEOS,35-44,1264,1364,13,430,27.17
2023-10-09,2023-10-09,"50 MIX",25-34,249,263,1,1,2.39
2022-11-22,2022-11-22,VIDEOS,25-34,1199,1298,20,340,17.56
2023-10-09,2023-10-09,ACEVICHADO,45-54,2,2,0,,0.03
2022-11-22,2022-11-22,"COMBOS MIX NOVO",45-54,96,102,1,,1.77
2023-10-09,2023-10-09,ACEVICHADO,35-44,19,19,0,1,0.3
2022-11-21,2022-11-21,"COMBOS MIX NOVO",25-34,446,495,8,5,5.68
2023-10-09,2023-10-09,ACEVICHADO,25-34,19,19,0,,0.3
2022-11-21,2022-11-21,"COMBOS MIX NOVO",18-24,170,187,4,2,1.66
2023-10-09,2023-10-09,"50 SALMÃO",45-54,22,25,1,,0.86
2022-11-19,2022-11-19,"COMBOS MIX NOVO",45-54,259,274,2,1,7.02
2023-10-09,2023-10-09,"50 SALMÃO",35-44,194,215,4,,6.21
2022-11-19,2022-11-19,"COMBOS MIX NOVO",35-44,679,710,6,3,14.46
2023-10-07,2023-10-07,"50 MIX",35-44,17,17,0,,0.17
2022-11-19,2022-11-19,"COMBOS MIX NOVO",18-24,214,227,1,,1.84
2023-10-07,2023-10-07,"50 MIX",25-34,13,13,0,,0.03
2022-11-18,2022-11-18,"COMBOS MIX NOVO",45-54,758,833,19,17,17.92
2023-10-07,2023-10-07,ACEVICHADO,25-34,1,1,0,,0
2022-11-18,2022-11-18,"COMBOS MIX NOVO",18-24,686,743,7,4,7.36
2023-10-07,2023-10-07,"50 SALMÃO",35-44,22,22,0,1,0.29
2022-11-17,2022-11-17,"COMBOS MIX NOVO",35-44,2026,2189,28,26,38.94
2023-10-07,2023-10-07,"50 SALMÃO",25-34,15,15,0,,0.18
2022-11-17,2022-11-17,"COMBOS MIX NOVO",25-34,2388,2548,19,12,35.84
2023-10-07,2023-10-07,"50 MIX",45-54,4,4,0,,0.02
2022-11-17,2022-11-17,"COMBOS MIX NOVO",18-24,746,778,4,2,6.75
2023-10-07,2023-10-07,"50 MIX",25-34,73,74,1,,0.18
2022-11-15,2022-11-15,"COMBOS MIX NOVO",45-54,940,1072,26,18,19.11
2023-10-07,2023-10-07,ACEVICHADO,35-44,17,17,0,,0.32
2022-11-14,2022-11-14,VIDEOS,45-54,235,253,10,91,4.69
2023-10-07,2023-10-07,ACEVICHADO,25-34,17,17,0,,0.38
2022-11-14,2022-11-14,VIDEOS,25-34,766,822,6,236,8.22
2023-10-07,2023-10-07,"50 SALMÃO",45-54,19,19,0,,0.33
2022-11-14,2022-11-14,VIDEOS,18-24,252,265,2,60,1.74
2023-10-07,2023-10-07,"50 SALMÃO",25-34,277,292,0,1,2.98
2022-11-14,2022-11-14,"COMBOS MIX NOVO",18-24,658,740,6,9,5.2
